angle_deg,lambda_a,lambda_b
0.01,1.0927152608882642,1.7136248834319794e-05
0.20993333333333336,1.0927076452578663,3.920261207607753e-05
0.40986666666666677,1.0926905866354892,8.640453427823263e-05
0.6098000000000001,1.0926537724015781,0.00018344795546660194
0.8097333333333334,1.0925772392783664,0.0003751173250942503
1.0096666666666667,1.0924240025789524,0.0007386030206204525
1.2096000000000002,1.0921285680405528,0.0014000480524061212
1.409533333333334,1.0915802464971298,0.002554137920863031
1.609466666666667,1.0906008534459695,0.004483080777179695
1.8094000000000001,1.0889178856062904,0.007567903033845913
2.0093333333333336,1.086136810195416,0.012281330336330753
2.209266666666667,1.0817195502029182,0.019149149934365024
2.4092000000000007,1.0749799331352003,0.028668063500481563
2.609133333333334,1.06510946483956,0.041174912836825825
2.8090666666666677,1.0512464443796325,0.05667596305879584
3.009000000000001,1.0325962961000763,0.07466429564634648
3.2089333333333343,1.0086000847676562,0.09397340928116658
3.4088666666666674,0.9791323996043575,0.1127277600059924
3.6088000000000005,0.944692559146122,0.12844715701255616
3.8087333333333344,0.9065400675567661,0.13833564311737317
4.0086666666666675,0.8667228760505101,0.1397380060648798
4.2086000000000015,0.8279599775148871,0.13068933848486827
4.4085333333333345,0.7933685347187319,0.11043410643976229
4.608466666666667,0.7660645809244864,0.079771925552779
4.808400000000001,0.7487046214770602,0.04111163763216115
5.008333333333334,0.7430604745649477,-0.0018174208948836099
5.208266666666668,0.7497213674524973,-0.04455573090336236
5.408200000000001,0.7679926041530097,-0.08267675114187296
5.608133333333335,0.7960149207450213,-0.11254218919796596
5.808066666666668,0.8310761498989268,-0.13187104349698148
6.008000000000001,0.8700428975811283,-0.14000000000000004
6.207933333333335,0.9098173315640372,-0.13780192197556596
6.407866666666668,0.9477280391030825,-0.12732045829859295
6.607800000000002,0.9817904813790541,-0.11124297665679345
6.807733333333334,1.0108113953828424,-0.09235457322132341
7.007666666666668,1.0343498374095086,-0.07309348400314722
7.207599999999999,1.0525750537650234,-0.05527770545368576
7.407533333333334,1.0660729707339915,-0.040015113282452545
7.607466666666668,1.075649609313634,-0.027763369899031012
7.807400000000001,1.0821661080978273,-0.018481573100674963
8.007333333333333,1.0864227332024359,-0.011813456432333093
8.207266666666667,1.089093785591536,-0.007255557965267963
8.407200000000001,1.0907048844016172,-0.004284037408066985
8.607133333333334,1.0916394209004494,-0.002432860781418131
8.807066666666667,1.0921609529411564,-0.0013293046696745729
9.007000000000003,1.0924410605124817,-0.000699055939495253
9.206933333333332,1.092585889018117,-0.00035391283173354094
9.406866666666668,1.0926579959124878,-0.00017253540750076593
